Add ID,Price,Location,Post Date,Bedrooms,Bathrooms,Land Size,Building Size
926383274,166000000.0,Maja,2024-09-29T11:13:05+0000,2,1,60,27
926382505,150000000.0,Solear,2024-09-29T10:45:58+0000,2,1,60,30
920700879,630000000.0,Tenjo,2024-09-29T10:36:39+0000,2,1,160,40
926380558,50000000.0,Parung Panjang,2024-09-29T09:37:14+0000,2,1,60,30
927025072,410299200.0,Cipocok Jaya,2024-10-15T04:15:45+0000,2,1,78,44
927024594,402039000.0,Curug,2024-10-15T04:07:37+0000,3,1,90,49
927012136,130000000.0,Rangkasbitung,2024-10-14T15:21:28+0000,2,1,76,36
927008930,250000000.0,Rangkasbitung,2024-10-14T13:29:06+0000,2,1,88,45
927005231,2500000000.0,Rangkasbitung,2024-10-14T11:45:08+0000,3,1,406,1
926995672,75000000.0,Curug,2024-10-14T08:05:44+0000,2,1,60,60
926991289,25000000.0,Cipocok Jaya,2024-10-14T06:44:35+0000,2,1,21,60
926988927,423077890.0,Curug,2024-10-14T06:01:50+0000,3,1,92,48
926988744,412009399.0,Cipocok Jaya,2024-10-14T05:59:00+0000,3,1,89,48
926962228,1500000000.0,Cibadak,2024-10-13T11:49:58+0000,3,1,529,295
926939345,72000000.0,Cipocok Jaya,2024-10-13T02:34:54+0000,2,1,60,30
926926037,675000000.0,Cipocok Jaya,2024-10-12T12:34:20+0000,3,3,133,100
926919371,95000000.0,Rangkasbitung,2024-10-12T09:14:58+0000,2,1,72,36
926918116,400123456.0,Cipocok Jaya,2024-10-12T08:46:56+0000,3,1,90,45
926896958,110000000.0,Rangkasbitung,2024-10-12T01:33:58+0000,3,1,131,131
926863498,410438909.0,Cipocok Jaya,2024-10-11T05:14:29+0000,3,1,90,48
926863405,400027900.0,Curug,2024-10-11T05:12:11+0000,3,1,89,49
926843697,25000000.0,Cipocok Jaya,2024-10-10T13:12:18+0000,2,1,66,36
926831070,230000000.0,Rangkasbitung,2024-10-10T07:58:59+0000,3,2,72,72
926824529,310000000.0,Cipocok Jaya,2024-10-10T06:00:03+0000,2,1,72,36
924254377,295000000.0,Rangkasbitung,2024-10-09T13:32:40+0000,3,2,103,103
926783797,435000000.0,Cipocok Jaya,2024-10-09T07:05:13+0000,2,1,72,33
926783258,1000000.0,Cipocok Jaya,2024-10-09T06:55:45+0000,2,1,66,33
926783084,1000000.0,Cipocok Jaya,2024-10-09T06:52:40+0000,2,1,72,33
926777727,750000000.0,Cibadak,2024-10-09T05:08:55+0000,4,3,140,196
926695287,230000000.0,Cipocok Jaya,2024-10-07T06:10:54+0000,2,2,72,72
926691184,400000123.0,Cipocok Jaya,2024-10-07T04:42:07+0000,3,1,90,48
926689322,85000000.0,Curug,2024-10-07T04:08:26+0000,2,1,72,30
926683075,230000000.0,Cipocok Jaya,2024-10-07T01:49:19+0000,2,1,72,50
926664656,210000000.0,Rangkasbitung,2024-10-06T08:43:59+0000,2,1,90,45
926615402,500000004.0,Pabuaran,2024-10-05T04:11:29+0000,3,1,90,39
926592742,2500000000.0,Menes,2024-10-04T11:26:19+0000,4,2,225,225
926573245,500000001.0,Cipocok Jaya,2024-10-04T04:24:32+0000,3,1,91,46
926565995,350000000.0,Cipocok Jaya,2024-10-04T01:50:14+0000,2,2,72,72
926559719,100000000.0,Rangkasbitung,2024-10-03T16:40:22+0000,3,1,10000,20000
926542800,518000000.0,Cipocok Jaya,2024-10-03T08:05:24+0000,2,1,90,30
926542416,550000000.0,Cipocok Jaya,2024-10-03T07:56:38+0000,3,1,90,45
926542172,450000000.0,Cipocok Jaya,2024-10-03T07:50:54+0000,2,1,72,36
926541604,400000000.0,Cipocok Jaya,2024-10-03T07:39:00+0000,2,1,60,30
926538454,400000000.0,Cipocok Jaya,2024-10-03T06:38:08+0000,3,2,90,45
926507268,197000000.0,Cibadak,2024-10-02T10:35:33+0000,2,1,70,70
926499169,400000000.0,Cipocok Jaya,2024-10-02T07:42:59+0000,2,1,60,30
926497590,370000000.0,Cipocok Jaya,2024-10-02T07:11:37+0000,2,1,60,60
926479561,200000000.0,Cipocok Jaya,2024-10-02T00:18:01+0000,2,1,60,60
926416050,1700000000.0,Cipocok Jaya,2024-09-30T08:22:27+0000,3,2,112,210
926400878,3000000000.0,Cipocok Jaya,2024-09-30T02:53:12+0000,>10,>10,734,734
926395438,10000000000.0,Rangkasbitung,2024-09-30T00:10:51+0000,3,3,1035,1226
926392262,355000000.0,Rangkasbitung,2024-09-29T19:07:08+0000,3,2,285,185
926377798,850000000.0,Cipocok Jaya,2024-09-29T08:07:31+0000,5,4,240,200
926369696,199000000.0,Cipocok Jaya,2024-09-29T04:34:57+0000,2,1,60,50
926338934,20000000.0,Cibadak,2024-09-28T06:20:43+0000,4,2,300,152
926326115,5500000000.0,Cipocok Jaya,2024-09-28T02:01:24+0000,9,8,1430,600
926234861,280000000000.0,Cipocok Jaya,2024-09-25T15:47:17+0000,1,1,181,27
926227839,60000000.0,Cipocok Jaya,2024-09-25T11:36:40+0000,2,1,68,36
926177252,600000000.0,Cipocok Jaya,2024-09-24T08:16:09+0000,4,2,108,108
926107734,400000000.0,Cipocok Jaya,2024-09-22T15:10:04+0000,4,2,100,160
926097800,500000000.0,Petir,2024-09-22T09:36:50+0000,3,2,194,194
926094134,350000000.0,Cipocok Jaya,2024-09-22T07:50:50+0000,2,2,80,72
926093754,93000000.0,Curug,2024-09-22T07:39:12+0000,2,1,36,60
926060581,285000000.0,Cipocok Jaya,2024-09-21T08:55:18+0000,2,1,60,60
926055938,150000000.0,Saketi,2024-09-21T07:08:17+0000,2,2,1380,150
881538290,425000000.0,Curug,2024-09-20T13:20:04+0000,2,2,150,150
925954327,385000000.0,Cibadak,2024-09-19T02:44:51+0000,3,1,3773,155
925934661,900000000.0,Cipocok Jaya,2024-09-18T10:50:19+0000,3,1,175,75
925924053,275000000.0,Cipocok Jaya,2024-09-18T06:53:51+0000,2,1,60,60
925918660,480000000.0,Cipocok Jaya,2024-09-18T05:08:23+0000,2,1,72,38
925851197,3750000000.0,Rangkasbitung,2024-09-16T12:14:25+0000,5,6,460,480
925849601,180000000.0,Pamarayan,2024-09-16T11:27:53+0000,2,1,72,72
925832372,1500000.0,Cipocok Jaya,2024-09-16T03:57:19+0000,4,1,250,200
925827239,166000000.0,Curug,2024-09-16T01:56:30+0000,2,1,60,36
925816880,350000000.0,Cipocok Jaya,2024-09-15T14:09:16+0000,2,1,72,54
925792145,270000000.0,Cipocok Jaya,2024-09-15T02:26:42+0000,2,1,84,84
925783714,1500000000.0,Cipocok Jaya,2024-09-14T15:59:02+0000,5,3,150,240
925764272,250000000.0,Cipocok Jaya,2024-09-14T06:31:32+0000,2,1,90,45
925752733,350000000.0,Cipocok Jaya,2024-09-14T02:51:15+0000,2,1,100,100
925749658,170000000.0,Rangkasbitung,2024-09-14T01:35:31+0000,2,1,60,36
925730647,166000000.0,Curug,2024-09-13T10:09:22+0000,2,1,60,36
925707400,500000000.0,Cipocok Jaya,2024-09-13T02:17:16+0000,7,2,100,100
925684360,2600000000.0,Rangkasbitung,2024-09-12T08:41:35+0000,4,2,270,160
925662685,550000000.0,Cipocok Jaya,2024-09-12T00:56:20+0000,4,2,72,100
925611701,600000000.0,Cipocok Jaya,2024-09-10T14:45:13+0000,3,1,120,39
925553346,215000000.0,Cipocok Jaya,2024-09-09T06:56:44+0000,3,1,0,100
925545133,160000000.0,Curug,2024-09-09T04:18:35+0000,2,1,60,30
925541733,720000000.0,Rangkasbitung,2024-09-09T03:15:37+0000,2,1,400,200
925541253,65000000.0,Cipocok Jaya,2024-09-09T03:05:45+0000,2,1,60,30
910915100,325000000.0,Rangkasbitung,2024-09-08T11:22:02+0000,2,2,90,60
925488472,450000000.0,Cipocok Jaya,2024-09-07T11:49:44+0000,2,1,72,38
906002881,184000000.0,Cipocok Jaya,2024-09-07T04:42:25+0000,2,1,72,36
923570149,775000000.0,Cipocok Jaya,2024-09-07T02:27:38+0000,4,4,216,245
925456343,100000000.0,Cibadak,2024-09-06T17:54:08+0000,2,1,60,10
923465359,180000000.0,Pamarayan,2024-09-06T11:25:46+0000,2,1,72,72
925429750,399999999.0,Cibadak,2024-09-06T05:48:21+0000,4,3,240,240
925429615,400000000.0,Cipocok Jaya,2024-09-06T05:44:58+0000,2,1,80,101
925423431,500000.0,Cipocok Jaya,2024-09-06T03:28:53+0000,2,1,60,20
925361561,85000000.0,Kalanganyar,2024-09-04T11:40:45+0000,2,1,60,36
925335013,50000000.0,Cipocok Jaya,2024-09-04T02:31:06+0000,2,2,72,60
925334742,325000000.0,Cipocok Jaya,2024-09-04T02:25:34+0000,2,1,84,60
925325969,700000000.0,Cipocok Jaya,2024-09-03T16:25:44+0000,3,3,144,120
925321045,3000000000.0,Rangkasbitung,2024-09-03T13:23:18+0000,4,2,270,160
925312333,300000000.0,Cipocok Jaya,2024-09-03T09:29:56+0000,2,1,60,60
925270147,4800000000.0,Rangkasbitung,2024-09-02T10:32:36+0000,2,4,165,295
925218865,600000000.0,Cipocok Jaya,2024-09-01T05:54:30+0000,3,1,130,96
925209732,300000000.0,Cipocok Jaya,2024-09-01T02:02:45+0000,2,1,72,36
925175388,166000000.0,Cipocok Jaya,2024-08-31T03:51:41+0000,2,1,72,30
900527647,8500000.0,Cipocok Jaya,2024-08-21T02:16:58+0000,2,1,60,60
924501676,85000000.0,Cipocok Jaya,2024-08-14T13:18:36+0000,2,1,60,60
911300766,6000000000.0,Cipocok Jaya,2024-07-25T09:58:18+0000,>10,>10,2050,1200
922200520,350000000.0,Curug,2024-06-22T18:42:22+0000,3,3,150,150
826109705,599000000.0,Cipocok Jaya,2024-04-17T14:46:59+0000,3,2,113,90
915392850,250000000.0,Cipocok Jaya,2024-03-09T12:10:12+0000,2,2,75,70
867442123,415000000.0,Rangkasbitung,2023-12-24T03:24:58+0000,2,1,84,54
904183814,195000000.0,Cipocok Jaya,2023-10-19T03:21:02+0000,2,1,72,72
905428681,111000000000.0,Rangkasbitung,2023-10-12T14:14:00+0000,4,3,535,260
925951064,337500000.0,Tenjo,2024-09-19T01:19:36+0000,3,2,60,44
883980391,450000000.0,Pasar Kemis,2024-05-16T23:55:30+0000,2,1,114,114
919425335,650000000.0,Legok,2024-10-04T02:12:28+0000,2,1,72,72
924850460,270000000.0,Parung Panjang,2024-10-09T08:04:00+0000,2,1,70,45
925130425,90000000.0,Pasar Kemis,2024-10-15T09:16:35+0000,3,2,66,63
927039987,400000000.0,Cikande,2024-10-15T09:03:47+0000,4,4,100,98
927038827,90000000.0,Maja,2024-10-15T08:47:09+0000,1,1,60,22
927038504,150000000.0,Rajeg,2024-10-15T08:43:55+0000,2,1,60,60
927037559,70000000.0,Curug,2024-10-15T08:33:05+0000,2,1,60,30
918875571,2350000000.0,Curug,2024-10-15T08:19:42+0000,3,4,132,120
927036799,1450000000.0,Cikupa,2024-10-15T08:17:35+0000,3,2,160,117
927036687,258000000.0,Balaraja,2024-10-15T08:15:15+0000,1,1,42,60
927036154,250000.0,Serang,2024-10-15T08:02:42+0000,2,1,60,33
927035597,300000000.0,Solear,2024-10-15T07:52:11+0000,3,1,150,150
921514710,625000000.0,Bojonegara,2024-10-15T07:25:21+0000,2,1,90,75
883850360,16500000.0,Cikupa,2024-08-25T06:22:22+0000,2,1,84,41
926102649,45000000.0,Parung Panjang,2024-09-22T12:05:53+0000,2,1,72,36
915778035,279000000.0,Parung Panjang,2024-06-17T00:18:55+0000,2,1,60,27
924266704,6500000000.0,Cikupa,2024-09-24T03:40:41+0000,4,4,1500,800
927033248,530000000.0,Cikupa,2024-10-15T07:09:42+0000,2,1,72,45
925150106,1800000000.0,Curug,2024-10-15T07:05:08+0000,5,4,112,125
924815808,1000000000.0,Curug,2024-10-15T07:05:00+0000,5,2,200,170
925150888,700000000.0,Legok,2024-10-15T07:04:34+0000,3,3,62,64
927033075,180000000.0,Solear,2024-10-15T07:01:15+0000,3,1,60,60
927032492,785000000.0,Curug,2024-10-15T06:49:14+0000,2,2,90,90
927032247,115000000.0,Rajeg,2024-10-15T06:44:10+0000,1,1,50,60
915664135,400000000.0,Pasar Kemis,2024-10-15T05:37:58+0000,2,2,60,31
927028952,250000000.0,Rajeg,2024-10-15T05:35:44+0000,2,1,75,45
927028547,799000000.0,Cikupa,2024-10-15T05:27:04+0000,4,3,52,125
927026810,370000000.0,Pasar Kemis,2024-10-15T04:48:08+0000,2,1,72,60
921401745,160000000.0,Parung Panjang,2024-08-19T03:30:20+0000,2,1,72,36
923479588,281158320.0,Rajeg,2024-09-27T23:30:33+0000,2,1,60,28
922666967,850000000.0,Legok,2024-09-10T06:29:41+0000,2,1,41,50
879488392,580000000.0,Cibodas,2024-09-03T16:37:40+0000,2,2,60,120
927025932,25.0,Serang,2024-10-15T04:30:29+0000,4,4,229,250
927025537,390287289.0,Kasemen,2024-10-15T04:23:38+0000,3,1,90,45
927025371,412000099.0,Walantaka,2024-10-15T04:20:33+0000,3,1,90,44
927025217,499012003.0,Serang,2024-10-15T04:17:51+0000,2,3,91,48
927024669,95000000.0,Rajeg,2024-10-15T04:08:53+0000,2,1,69,30
927024556,600000031.0,Jambe,2024-10-15T04:06:51+0000,3,2,71,48
927024360,600000030.0,Gunung Kaler,2024-10-15T04:03:17+0000,3,2,70,49
927024079,600000029.0,Curug,2024-10-15T03:56:58+0000,3,2,79,49
899980433,500000000.0,Cibodas,2024-10-15T03:50:06+0000,2,2,72,61
900562411,700000000.0,Pasar Kemis,2024-10-15T03:49:34+0000,2,2,60,55
889820992,581000000.0,Pasar Kemis,2024-10-15T03:48:47+0000,2,1,60,45
917717104,1950000000.0,Serang,2024-10-10T01:48:02+0000,4,5,199,290
926006405,300000000.0,Cikupa,2024-09-20T05:29:10+0000,2,1,60,30
925735459,185000000.0,Kramatwatu,2024-09-13T12:17:02+0000,2,2,75,60
926856361,799000000.0,Serang,2024-10-11T02:39:51+0000,4,3,143,210
901344114,590000000.0,Pasar Kemis,2024-10-15T03:48:33+0000,2,2,60,46
906348903,550000000.0,Cibodas,2024-10-15T03:47:59+0000,2,2,60,45
904844974,444000000.0,Pasar Kemis,2024-10-15T03:47:26+0000,2,1,60,31
899544501,500000000.0,Pasar Kemis,2024-10-15T03:47:14+0000,2,2,60,45
899960426,500000000.0,Pasar Kemis,2024-10-15T03:47:02+0000,2,2,60,46
900272396,400000000.0,Pasar Kemis,2024-10-15T03:46:53+0000,2,2,60,31
904208841,550000000.0,Jatiuwung,2024-10-15T03:46:44+0000,2,2,60,46
914297892,700000000.0,Pasar Kemis,2024-10-15T03:46:27+0000,2,2,102,50
927023605,600000028.0,Cisoka,2024-10-15T03:46:26+0000,3,2,78,48
927023457,501929000.0,Cibodas,2024-10-15T03:43:03+0000,2,1,70,44
927023452,580000000.0,Pasar Kemis,2024-10-15T03:42:51+0000,2,2,60,46
926565753,466000000.0,Pasar Kemis,2024-10-04T01:42:59+0000,2,2,60,46
916672844,300000000.0,Cikupa,2024-09-20T18:50:09+0000,2,1,60,60
922849663,270000000.0,Maja,2024-09-09T03:16:38+0000,2,1,90,36
920350603,496000000.0,Curug,2024-09-25T01:12:01+0000,2,1,72,45
926224220,385000000.0,Panongan,2024-10-15T03:42:18+0000,2,1,72,60
926224762,400000000.0,Panongan,2024-10-15T03:38:39+0000,2,1,72,60
927020789,380000000.0,Pasar Kemis,2024-10-15T02:42:17+0000,1,1,66,36
927020133,450000000.0,Waringin Kurung,2024-10-15T02:24:54+0000,2,1,120,75
927019154,2500000000.0,Anyar,2024-10-15T01:55:03+0000,4,4,512,300
927018875,130000000.0,Balaraja,2024-10-15T01:44:23+0000,2,1,75,60
927018812,127000000.0,Panongan,2024-10-15T01:41:31+0000,2,1,60,30
927018101,600000000.0,Cikupa,2024-10-15T01:11:14+0000,3,2,60,22
927018100,2300000000.0,Cibodas,2024-10-15T01:11:09+0000,3,2,150,170
927018069,785000000.0,Curug,2024-10-15T01:09:48+0000,2,2,90,90
927016550,390000000.0,Parung Panjang,2024-10-14T23:49:37+0000,1,1,60,40
919096885,850000000.0,Cikupa,2024-08-22T05:49:06+0000,3,2,168,168
926272348,110000000.0,Taktakan,2024-09-26T13:04:50+0000,2,1,72,36
926641586,4000000000.0,Munjul,2024-10-05T16:16:27+0000,8,5,540,486
926679963,650000000.0,Curug,2024-10-06T23:23:58+0000,3,2,90,90
927014942,225000000.0,Munjul,2024-10-14T19:48:08+0000,2,1,40,30
915485911,900000000.0,Cisoka,2024-10-14T17:38:54+0000,2,2,50,65
927014027,120000000.0,Parung Panjang,2024-10-14T17:21:27+0000,2,1,60,30
927014012,625000000.0,Panongan,2024-10-14T17:20:28+0000,2,2,72,72
927013359,230000000.0,Pasar Kemis,2024-10-14T16:27:06+0000,2,2,60,60
927011567,1300000000.0,Pagedangan,2024-10-14T14:54:30+0000,3,2,255,200
927010700,750000000.0,Cibodas,2024-10-14T14:21:33+0000,4,1,90,90
927010599,1900000000.0,Cikupa,2024-10-14T14:18:18+0000,4,3,54,124
906251467,560000000.0,Cikupa,2024-10-14T13:36:01+0000,2,2,60,46
909788501,560000000.0,Cibodas,2024-10-14T13:35:54+0000,2,2,60,46
898247795,450000000.0,Pasar Kemis,2024-10-14T13:35:14+0000,2,1,60,31
923917967,2000000000.0,Pasar Kemis,2024-09-22T12:54:36+0000,4,3,139,189
917600237,250000000.0,Rajeg,2024-09-08T06:28:17+0000,2,1,60,60
927013912,399000000.0,Legok,2024-10-14T17:10:04+0000,3,3,120,120
916680980,390000000.0,Pasar Kemis,2024-10-12T04:51:52+0000,2,1,60,36
889821107,581000000.0,Mauk,2024-10-14T13:35:06+0000,2,2,60,45
920995954,600000000.0,Pasar Kemis,2024-10-14T13:34:35+0000,2,2,60,48
927008679,400000000.0,Cikande,2024-10-14T13:21:23+0000,4,4,100,98
927007783,60000000.0,Tenjo,2024-10-14T12:53:24+0000,2,1,36,72
927005767,600000000.0,Pasar Kemis,2024-10-14T11:58:44+0000,2,2,60,48
927004057,175000000.0,Rajeg,2024-10-14T11:13:06+0000,2,1,60,60
927003112,60000000.0,Parung Panjang,2024-10-14T10:44:26+0000,2,1,60,27
927001157,725000000.0,Cibodas,2024-10-14T09:58:01+0000,2,1,98,90
926999327,750000000.0,Curug,2024-10-14T09:19:59+0000,3,3,150,110
918523129,485000000.0,Cibeber,2024-10-14T08:44:47+0000,2,1,84,42
926997539,1075000000.0,Cikupa,2024-10-14T08:42:50+0000,3,2,102,98
842054095,135000000.0,Maja,2024-10-07T03:53:01+0000,2,1,36,72
926296855,1150000000.0,Curug,2024-09-27T06:34:33+0000,2,2,60,55
926521175,675000000.0,Curug,2024-10-02T23:15:24+0000,2,1,72,48
926641612,320000000.0,Parung Panjang,2024-10-05T16:17:47+0000,1,1,72,35
926997281,560000000.0,Pasar Kemis,2024-10-14T08:38:04+0000,4,2,60,60
926995871,425000000.0,Pasar Kemis,2024-10-14T08:09:11+0000,2,1,60,30
926992573,400282009.0,Taktakan,2024-10-14T07:07:17+0000,3,1,92,48
919516284,1449000000.0,Sindang Jaya,2024-10-14T07:04:42+0000,4,4,81,150
926992148,200000000.0,Cigudeg,2024-10-14T06:59:54+0000,4,2,160,81
922804020,400000000.0,Rajeg,2024-10-14T06:28:18+0000,2,1,60,31
922512921,600000000.0,Jatiuwung,2024-10-14T06:27:38+0000,2,2,60,48
926119954,565000000.0,Pasar Kemis,2024-10-14T06:10:03+0000,2,1,96,40
926118074,440000000.0,Pasar Kemis,2024-10-14T06:08:27+0000,2,1,81,40
926989240,410273890.0,Serang,2024-10-14T06:07:16+0000,3,1,91,46
926989005,300000000.0,Balaraja,2024-10-14T06:03:08+0000,2,1,72,72
915148985,880000000.0,Parung Panjang,2024-09-18T15:04:03+0000,2,1,121,121
530619636,170000000.0,Cikande,2024-09-20T00:27:04+0000,3,2,60,70
920907878,230000000.0,Serang,2024-09-21T05:13:01+0000,2,1,100,50
926455319,1200000000.0,Panongan,2024-10-01T07:19:46+0000,4,2,72,180
926988550,400919289.0,Kasemen,2024-10-14T05:55:56+0000,3,1,91,45
926985182,1300000000.0,Gerogol,2024-10-14T04:50:46+0000,4,2,200,350
926984167,80000000.0,Legok,2024-10-14T04:31:15+0000,2,1,60,35
926983805,470000000.0,Pasar Kemis,2024-10-14T04:23:34+0000,3,3,80,80
926983100,600000025.0,Cikupa,2024-10-14T04:08:37+0000,3,2,75,45
926983038,90000000.0,Tigaraksa,2024-10-14T04:07:14+0000,2,1,80,30
926982984,600000024.0,Balaraja,2024-10-14T04:06:14+0000,3,2,74,44
924459590,290000000.0,Maja,2024-10-14T03:49:21+0000,2,1,118,45
926981591,989000000.0,Cikupa,2024-10-14T03:40:56+0000,3,2,112,112
926981491,110000.0,Labuan,2024-10-14T03:39:24+0000,1,1,3674,0
926980769,500793900.0,Panongan,2024-10-14T03:26:45+0000,2,1,78,39
925596115,140000000.0,Pasar Kemis,2024-09-10T07:25:10+0000,2,1,95,53
926020521,130000000.0,Maja,2024-09-20T10:08:24+0000,2,1,72,36
925958032,388000000.0,Parung Panjang,2024-09-19T03:58:07+0000,1,1,60,23
926041073,400000000.0,Serang,2024-09-21T02:01:02+0000,2,1,78,36
926980552,500183990.0,Solear,2024-10-14T03:22:30+0000,2,1,78,44
926980203,502199890.0,Curug,2024-10-14T03:16:13+0000,2,1,80,44
926979757,799000000.0,Sindang Jaya,2024-10-14T03:08:22+0000,4,3,54,124
926979453,900000000.0,Pasar Kemis,2024-10-14T03:02:12+0000,4,2,98,60
926979236,100000000.0,Rajeg,2024-10-14T02:56:30+0000,1,1,78,36
926891326,380000000.0,Maja,2024-10-14T02:19:22+0000,4,2,180,54
926977111,558000000.0,Cibodas,2024-10-14T02:12:26+0000,3,1,90,78
926977071,405000000.0,Rajeg,2024-10-14T02:11:42+0000,2,1,60,36
926975297,400000000.0,Panongan,2024-10-14T01:18:14+0000,2,1,72,72
926974601,49000000.0,Pasar Kemis,2024-10-14T00:47:48+0000,3,2,40,60
925095420,800000000.0,Purwakarta,2024-10-14T00:32:40+0000,3,3,112,160
925604687,105000000.0,Pasar Kemis,2024-09-10T10:35:14+0000,2,2,60,50
913211560,350000000.0,Parung Panjang,2024-09-20T21:41:21+0000,2,1,72,48
926353072,425000000.0,Panongan,2024-09-28T13:16:08+0000,2,1,72,51
926488228,170000000.0,Maja,2024-10-02T04:07:24+0000,1,1,102,27
925100237,2000000000.0,Cilegon,2024-10-14T00:32:25+0000,5,5,490,373
925100745,600000000.0,Anyar,2024-10-14T00:32:11+0000,5,3,179,130
926970695,300000000.0,Curug,2024-10-13T19:38:05+0000,2,1,0,66
926969591,650000000.0,Pasar Kemis,2024-10-13T17:31:28+0000,2,1,120,45
926968978,800000000.0,Rajeg,2024-10-13T16:33:21+0000,2,1,118,36
926968028,925000000.0,Tangerang Kab.,2024-10-13T15:24:57+0000,4,2,150,150
926967829,550000000.0,Serang,2024-10-13T15:14:03+0000,2,1,90,45
926967658,120000000.0,Mauk,2024-10-13T15:05:58+0000,2,1,91,36
926966514,650000000.0,Gunung Kencana,2024-10-13T14:19:54+0000,2,1,42,96
926965538,831000000.0,Jatiuwung,2024-10-13T13:43:26+0000,3,2,72,84
926965382,300000000.0,Parung Panjang,2024-10-13T13:37:58+0000,2,1,84,54
923478694,258000000.0,Parung Panjang,2024-10-02T02:01:54+0000,2,1,84,52
926600710,1099000000.0,Pasar Kemis,2024-10-04T15:48:48+0000,3,2,184,150
898842705,810000000.0,Panongan,2024-09-05T07:38:44+0000,2,1,96,49
924246865,248000000.0,Maja,2024-09-23T02:24:43+0000,2,1,72,60
926965220,145000000.0,Cikupa,2024-10-13T13:32:15+0000,4,2,90,45
926963393,820000000.0,Cibodas,2024-10-13T12:27:13+0000,6,6,110,200
926960413,465000000.0,Cikupa,2024-10-13T10:57:02+0000,1,1,80,80
921309201,1100000000.0,Taktakan,2024-10-13T10:04:56+0000,3,3,119,140
926958549,290000000.0,Solear,2024-10-13T10:00:59+0000,2,1,90,45
907462143,170000000.0,Gerogol,2024-10-13T08:59:08+0000,2,1,60,46
926955856,150000000.0,Legok,2024-10-13T08:49:01+0000,2,1,60,36
926955131,300000000.0,Ciruas,2024-10-13T08:28:39+0000,3,1,150,150
926955054,735000000.0,Pasar Kemis,2024-10-13T08:26:42+0000,2,1,72,50
926954862,1375000000.0,Cikupa,2024-10-13T08:21:29+0000,4,4,132,180
926954756,585000000.0,Cikupa,2024-10-13T08:18:37+0000,3,1,81,72
926705693,160000000.0,Panongan,2024-10-07T09:51:47+0000,2,1,72,72
926609361,469000000.0,Pasar Kemis,2024-10-05T01:57:25+0000,2,1,60,33
926717468,1100000000.0,Curug,2024-10-07T16:36:37+0000,3,1,150,90
926770476,935000000.0,Cikupa,2024-10-09T02:53:53+0000,4,3,120,101
926954072,950000000.0,Pasar Kemis,2024-10-13T08:01:28+0000,3,2,134,134
926953964,500000000.0,Rajeg,2024-10-13T07:58:22+0000,3,1,60,21
926953728,650000000.0,Pasar Kemis,2024-10-13T07:52:09+0000,3,1,120,120
924175906,395000000.0,Legok,2024-10-13T07:48:50+0000,2,1,60,40
926952839,300000000.0,Parung Panjang,2024-10-13T07:29:37+0000,2,1,27,60
926951200,240000000.0,Tigaraksa,2024-10-13T06:52:01+0000,2,1,60,60
926948491,580000000.0,Pasar Kemis,2024-10-13T05:52:31+0000,2,2,60,46
926948328,581000000.0,Pasar Kemis,2024-10-13T05:48:19+0000,2,2,60,45
926944487,59000000.0,Legok,2024-10-13T04:26:27+0000,2,1,64,36
926943352,430000000.0,Curug,2024-10-13T04:03:22+0000,2,1,30,60
926942167,175000000.0,Parung Panjang,2024-10-13T03:39:14+0000,1,1,70,70
918155006,1450000000.0,Pasar Kemis,2024-09-11T12:29:47+0000,2,3,110,300
926211903,430000000.0,Rajeg,2024-09-25T05:11:43+0000,2,1,260,145
921892604,350000000.0,Cikupa,2024-08-19T03:13:33+0000,4,3,77,93
906865993,305000000.0,Jambe,2024-09-13T01:22:05+0000,2,1,72,36
899442237,890000000.0,Panongan,2024-10-13T03:04:44+0000,2,1,84,45
926940027,2700000000.0,Cikupa,2024-10-13T02:53:48+0000,4,4,390,500
926939274,360000000.0,Pasar Kemis,2024-10-13T02:32:41+0000,2,1,60,0
926938862,130000000.0,Serang,2024-10-13T02:19:46+0000,2,1,60,60
926938041,1400000000.0,Cikupa,2024-10-13T01:48:28+0000,3,2,120,180
924918698,625000000.0,Cikupa,2024-10-13T01:11:01+0000,2,1,102,46
926936567,310000000.0,Parung Panjang,2024-10-13T00:33:40+0000,2,1,70,5
926936004,450000000.0,Serang,2024-10-12T23:57:43+0000,7,2,268,268
924830711,400000000.0,Curug,2024-10-12T23:17:02+0000,2,1,60,30
924830751,400000000.0,Panongan,2024-10-12T23:14:06+0000,2,1,72,42
926618602,790000000.0,Legok,2024-10-12T23:08:46+0000,3,3,62,66
923422542,400000000.0,Pasar Kemis,2024-09-05T15:11:25+0000,2,1,60,31
926154295,443000000.0,Cikupa,2024-09-23T23:10:58+0000,2,2,60,30
925477140,400000000.0,Pasar Kemis,2024-09-07T06:58:03+0000,2,1,60,31
925963006,185000000.0,Cisoka,2024-09-19T05:25:19+0000,2,1,60,28
921992554,840000000.0,Panongan,2024-10-12T22:34:40+0000,3,2,110,80
906713488,560000000.0,Cikupa,2024-10-12T20:02:46+0000,2,2,60,45
903018869,450000000.0,Pasar Kemis,2024-10-12T20:01:20+0000,2,2,31,60
923091280,550000000.0,Pasar Kemis,2024-10-12T20:00:39+0000,2,2,60,46
926934229,70000000.0,Cikupa,2024-10-12T19:33:10+0000,2,1,60,60
926934179,200000000.0,Munjul,2024-10-12T19:26:31+0000,2,1,30,30
926933977,40000000.0,Serang,2024-10-12T18:58:24+0000,3,3,394,394
